sha, contributor, date, message
91ea0903d0, Jeff Young, Tue Mar 29 21:41:03 2022, "Add infobars for individual-item-color-overrides."
8dc680adbb, Jeff Young, Tue Mar 29 20:30:10 2022, "Implement align-to-grid for sheets."
b78a260326, Jeff Young, Tue Mar 29 18:06:33 2022, "Only write Allow DRC Violations if enabled."
6a3c5b6e0e, Jeff Young, Tue Mar 29 17:36:06 2022, "Adjust bottom- and centre-aligned linespacing to better match 6.0."
66ebd68060, jean-pierre charras, Tue Mar 29 18:51:03 2022, "Cvpcb: fix "not found" .equ files. Fixes #11264 https://gitlab.com/kicad/code/kicad/issues/11264"
a54bbfe12b, Jeff Young, Tue Mar 29 14:43:00 2022, "Honour prime-event-location when starting router."
719874fe9c, Seth Hillbrand, Tue Mar 29 00:34:13 2022, "Thread the connectivity vector updates"
6a33bcdc78, Seth Hillbrand, Mon Mar 28 23:51:33 2022, "Avoid generating SCH_CONNECTION if not needed"
41f7354b7a, Seth Hillbrand, Mon Mar 28 22:29:34 2022, "Handle connection vector inline"
09ba7468ae, Jeff Young, Mon Mar 28 22:41:36 2022, "A better is-modified test."
4ee6f9e138, Jeff Young, Mon Mar 28 22:16:47 2022, "Make sure setting the cursor gets put into the right tool context."
a35ae8cdce, Jeff Young, Mon Mar 28 22:06:49 2022, "Don't re-fetch selection when running select-in-same-sheet."
8706bea3c6, Seth Hillbrand, Mon Mar 28 22:50:44 2022, "Fix renamed flag"
2a726a882f, Mike Williams, Tue Mar 22 17:49:38 2022, "Schematic: new feature, force 45 degree lines"
e51ab86225, Mike Williams, Thu Mar 3 15:35:57 2022, "Schematic Drag: fixes and improvements"
4c225cff5b, Seth Hillbrand, Mon Mar 28 20:13:06 2022, "Update Translations"
5c43c1d1ac, Ulices, Sun Mar 27 16:50:54 2022, "Translated using Weblate (Spanish (Mexico))"
8c77b9d817, Allan Nordhøy, Sat Mar 26 13:44:59 2022, "Translated using Weblate (Norwegian Bokmål)"
973fbc6ce2, Henrik Kauhanen, Mon Mar 28 16:16:38 2022, "Translated using Weblate (Swedish)"
2623015f8f, Andrey Fedorushkov, Sun Mar 27 18:11:10 2022, "Translated using Weblate (Russian)"
fa0de76cc7, Mark Hämmerling, Mon Mar 28 12:34:23 2022, "Translated using Weblate (German)"
1bdf103c6f, Ulices, Fri Mar 25 00:22:23 2022, "Translated using Weblate (Spanish (Mexico))"
59e1823c47, boonchai k, Thu Mar 24 03:10:48 2022, "Translated using Weblate (Thai)"
1be5b3af50, taotieren, Thu Mar 24 13:28:19 2022, "Translated using Weblate (Chinese (Traditional))"
fab8e2502e, Henrik Kauhanen, Thu Mar 24 19:29:02 2022, "Translated using Weblate (Swedish)"
b295070d10, ZbeeGin, Thu Mar 24 19:33:51 2022, "Translated using Weblate (Polish)"
193286c810, taotieren, Thu Mar 24 13:25:00 2022, "Translated using Weblate (Chinese (Simplified))"
9650379ad1, Henrik Kauhanen, Wed Mar 23 20:53:39 2022, "Translated using Weblate (Swedish)"
9bfb7a8658, Arnau Llovet Vidal, Wed Mar 23 09:19:52 2022, "Translated using Weblate (Catalan)"
6fa8cab188, Jeff Young, Mon Mar 28 18:52:27 2022, "Don't default to Annotate All just because the selection is empty."
a2d4351b97, Jeff Young, Mon Mar 28 18:10:59 2022, "Correct initialization of justification."
47f4503564, Jeff Young, Mon Mar 28 11:32:07 2022, "SCH textboxes start/end -> at/size."
343b2681d4, Jeff Young, Sun Mar 27 15:23:18 2022, "Midpoints for eeschema rectangles and text boxes."
265ff90e19, Jeff Young, Sun Mar 27 14:59:34 2022, "Use selection highlight color for sel shadows even when brightened."
d440ff7c37, Marek Roszko, Mon Mar 28 03:47:47 2022, "Try and ducktape boost api change for seeder"
7a0d8c2fe0, Marek Roszko, Mon Mar 28 03:43:18 2022, "Remove extra boost include"
cfe0003ca4, jean-pierre charras, Sun Mar 27 18:48:55 2022, "Eeschema: fix misplaced nullptr test that prevent saving SCH_TEXT items. Fixes #11250 https://gitlab.com/kicad/code/kicad/issues/11250"
38bd612c01, jean-pierre charras, Sun Mar 27 10:31:21 2022, "sch_sexpr_parser.cpp: allows reading a polyline descr with more than 2 points In symbols, a polyline descr is already a true polyline / polygon descr. In schematic, a polyline descr was restricted to only 2 points (a line). A true polyline / polygon descr is now allowed in schematic that support already polygons. For compatibility reason, a 2 points polygon (SCH_SHAPE) is converted to a SCH_LINE."
48dd810cd1, Jeff Young, Sat Mar 26 20:54:57 2022, "ADDED grouping of selected pins in Pin Table."
a54457386c, Jeff Young, Sat Mar 26 17:52:14 2022, "Enable immediate mode for pin tool."
53ccd8bd67, Sylwester Kocjan, Sat Mar 26 16:50:15 2022, "eeschema,sim: refactor NETLIST_EXPORTER_PSPICE_SIM creation"
9a342458fa, jean-pierre charras, Sat Mar 26 16:10:41 2022, "Fix a few Coverity and compil warnings."
0652c7b429, Jeff Young, Sat Mar 26 16:15:36 2022, "More visible Synchronized Pins Mode informatics."
1c158a4ea4, Jeff Young, Sat Mar 26 15:22:31 2022, "Use a standard HTML reporter for Symbol Checker."
d5533e7999, Jeff Young, Sat Mar 26 12:05:10 2022, "ADDED unit-filtering for pin table."
e6c2b12ddf, Jeff Young, Fri Mar 25 15:56:51 2022, "ADDED allow pin conversion to be edited in Pin Table."
2681ad6cfc, Jeff Young, Thu Mar 24 19:30:53 2022, "Don't rely on HasConversion() for Symbol Properties in Symbol Editor."
7659f3c81b, Mario Luzeiro, Fri Mar 25 22:47:12 2022, "3D-Viewer: binds the default texture after draw and before end the list"
150859c973, Wayne Stambaugh, Fri Mar 25 21:49:29 2022, "Try Coverity fixes that don't break unit tests."
7da7864f5e, Wayne Stambaugh, Fri Mar 25 20:51:05 2022, "Fix some Coverity issues."
edc7261099, Johannes Maibaum, Thu Mar 24 22:02:05 2022, "Fix stock templates path for flatpak"
3f0f846435, Marek Roszko, Thu Mar 24 23:13:39 2022, "Read the boost manual right-side up"
7b2d9dfc0c, Wayne Stambaugh, Thu Mar 24 18:16:49 2022, "Fix some Coverity uninitialized scalar variable issues."
ff7d60f360, jean-pierre charras, Thu Mar 24 17:58:47 2022, "demos: gen_gerber_and_drill_files_board.py update"
a6606924f1, jean-pierre charras, Thu Mar 24 17:52:42 2022, "GERBER_JOBFILE_WRITER: fix a crash due to use of a null pointer. Can happens when it is created from a Python script. Fixes #11227 https://gitlab.com/kicad/code/kicad/issues/11227"
c686105afc, Seth Hillbrand, Thu Mar 24 17:22:11 2022, "Correctly order swap test"
92a229eec7, Jeff Young, Thu Mar 24 15:10:47 2022, "ADDED separate user-defined color for page limits."
93066004f1, jean-pierre charras, Thu Mar 24 12:36:46 2022, "QA: fix altium qa tests now the altium to pcbnew coordiantes are rounded to the near 10nm value."
2e689901fc, Marek Roszko, Wed Mar 23 23:49:19 2022, "Ensure the kiid generator rng is actually uniquely seeded each start"
e2cda7837f, jean-pierre charras, Wed Mar 23 20:50:29 2022, "Gerbview: Fix incorrect rendering of aperture macros combining polygons. A aperture macro can have polygons with holes, and/or many polygons. When combining polygons holes can be created. So ensure the resulting polygon is fractured before drawing it. Fixes #11218 https://gitlab.com/kicad/code/kicad/issues/11218"
b87fc45e33, Wayne Stambaugh, Wed Mar 23 16:46:49 2022, "Fix broken symbol field table editor dialog."
cf33cfcad1, Jeff Young, Tue Mar 22 23:34:04 2022, "Round Altium unit conversions to nearest 10nm."
1d66925f5f, Jeff Young, Tue Mar 22 23:33:18 2022, "Enable bb and/or uvias when encountering them on Altium import."
482dbcec54, Seth Hillbrand, Tue Mar 22 21:38:36 2022, "All triangular trapezoid pads"
363ea99157, Seth Hillbrand, Tue Mar 22 21:29:40 2022, "Avoid duplicate points in trapezoid pads"
871955444c, Seth Hillbrand, Tue Mar 22 19:36:03 2022, "Update Translations"
5755e44b8c, Wellington Terumi Uemura, Tue Mar 22 12:15:03 2022, "Translated using Weblate (Portuguese (Brazil))"
ed3df6aae9, Henrik Kauhanen, Tue Mar 22 14:31:01 2022, "Translated using Weblate (Swedish)"
70e4627404, Henrik Kauhanen, Tue Mar 22 01:07:15 2022, "Translated using Weblate (Swedish)"
29701fde15, Ulices, Mon Mar 21 23:11:48 2022, "Translated using Weblate (Spanish (Mexico))"
df05bbf694, Henrik Kauhanen, Mon Mar 21 19:10:43 2022, "Translated using Weblate (Swedish)"
221fbd857c, Ulices, Sun Mar 20 06:14:02 2022, "Translated using Weblate (Spanish (Mexico))"
30b02ff04a, Wellington Terumi Uemura, Sat Mar 19 02:19:57 2022, "Translated using Weblate (Portuguese (Brazil))"
16c781976b, boonchai k, Sun Mar 20 07:46:12 2022, "Translated using Weblate (Thai)"
dc61762493, Mustafa Selçuk ÇAVDAR, Sat Mar 19 07:44:28 2022, "Translated using Weblate (Turkish)"
569ae75361, taotieren, Mon Mar 21 06:53:02 2022, "Translated using Weblate (Chinese (Traditional))"
c614e8c7c0, Eric, Mon Mar 21 07:31:59 2022, "Translated using Weblate (Chinese (Simplified))"
fa1a68dbca, taotieren, Mon Mar 21 06:58:49 2022, "Translated using Weblate (Chinese (Simplified))"
1660f03e76, Henrik Kauhanen, Sun Mar 20 16:40:43 2022, "Translated using Weblate (Swedish)"
0539a32153, Konstantin Baranovskiy, Sat Mar 19 11:05:25 2022, "Translated using Weblate (Russian)"
effee6fc3b, ZbeeGin, Sat Mar 19 18:28:22 2022, "Translated using Weblate (Polish)"
71a16bc661, Tokita, Hiroshi, Sun Mar 20 13:19:28 2022, "Translated using Weblate (Japanese)"
f99e4e0967, taotieren, Mon Mar 21 06:58:47 2022, "Translated using Weblate (Chinese (Simplified))"
b05fc09b0f, taotieren, Mon Mar 21 06:58:45 2022, "Translated using Weblate (Chinese (Simplified))"
45e67c731f, taotieren, Mon Mar 21 06:58:43 2022, "Translated using Weblate (Chinese (Simplified))"
016417db95, taotieren, Mon Mar 21 06:58:42 2022, "Translated using Weblate (Chinese (Simplified))"
8904a7724d, taotieren, Mon Mar 21 06:58:40 2022, "Translated using Weblate (Chinese (Simplified))"
cff972bab8, taotieren, Mon Mar 21 06:58:39 2022, "Translated using Weblate (Chinese (Simplified))"
eea9213b9b, taotieren, Mon Mar 21 06:58:37 2022, "Translated using Weblate (Chinese (Simplified))"
903cb64b8e, taotieren, Mon Mar 21 06:58:13 2022, "Translated using Weblate (Chinese (Simplified))"
104c1ed532, taotieren, Mon Mar 21 06:58:11 2022, "Translated using Weblate (Chinese (Simplified))"
c4d2ce7b5d, taotieren, Mon Mar 21 06:58:09 2022, "Translated using Weblate (Chinese (Simplified))"
fb9ade6e67, taotieren, Mon Mar 21 06:58:08 2022, "Translated using Weblate (Chinese (Simplified))"
9819c53f36, taotieren, Mon Mar 21 06:58:03 2022, "Translated using Weblate (Chinese (Simplified))"
a3583fe3a6, taotieren, Mon Mar 21 06:58:00 2022, "Translated using Weblate (Chinese (Simplified))"
bb03205b23, taotieren, Mon Mar 21 06:57:58 2022, "Translated using Weblate (Chinese (Simplified))"
f686764df4, taotieren, Mon Mar 21 06:57:56 2022, "Translated using Weblate (Chinese (Simplified))"
80a15cc7f3, taotieren, Mon Mar 21 06:57:54 2022, "Translated using Weblate (Chinese (Simplified))"
d503751615, taotieren, Mon Mar 21 06:57:53 2022, "Translated using Weblate (Chinese (Simplified))"
2211bb002e, taotieren, Mon Mar 21 06:57:51 2022, "Translated using Weblate (Chinese (Simplified))"
1ae85dcba7, taotieren, Mon Mar 21 06:57:48 2022, "Translated using Weblate (Chinese (Simplified))"
4bf5aeb963, taotieren, Mon Mar 21 06:57:46 2022, "Translated using Weblate (Chinese (Simplified))"
4dc4ab2c21, Eric, Sat Mar 19 08:19:50 2022, "Translated using Weblate (Chinese (Simplified))"
889466a779, taotieren, Mon Mar 21 06:47:01 2022, "Translated using Weblate (Chinese (Simplified))"
118a37f19f, Jeff Young, Tue Mar 22 19:06:43 2022, "Fix issues with importing NPTH pads from CircuitStudio."
535ecb9b7b, Jeff Young, Tue Mar 22 18:41:50 2022, "Don't leave dangling pointers to old document when importing."
3271b43d4b, Jeff Young, Tue Mar 22 11:23:29 2022, "Formatting."
8eb10c41d8, Jeff Young, Tue Mar 22 11:04:24 2022, "Name any unnamed fields so they don't clobber each other."
21144481d2, jean-pierre charras, Tue Mar 22 09:40:16 2022, "PLOTTER: do not clamp coordinates to an arbitrary value. Previously, coordinates were clamped to +- 60 inches. It makes no sense to clamp them at plotter level: max cooed depends on the editor (schematic/board...) Rename MAX_PAGE_SIZE_MILS to MAX_PAGE_SIZE_EESCHEMA_MILS and use it only for Eeschema. Fixes #11196 https://gitlab.com/kicad/code/kicad/issues/11196"
9722a05820, Seth Hillbrand, Tue Mar 22 00:44:28 2022, "Attempt to fix the Mac DPI grid mixing"
e336a0e403, Wayne Stambaugh, Mon Mar 21 13:45:43 2022, "Improve sheet schematic import messages and simplify code."
b679a21651, Jeff Young, Mon Mar 21 21:49:08 2022, "Zero out parent rule when overridden by local property."
b3ae0fdca5, Jeff Young, Mon Mar 21 20:40:17 2022, "A little bit of nullptr safety."
2fed8aa4b8, Sylwester Kocjan, Sat Feb 19 17:58:48 2022, "eeschema: Add sync functions to SPICE_SIMULATOR"
cf611f1742, Jeff Young, Mon Mar 21 19:18:39 2022, "Better safety around layersets."
40e0c8257d, Jeff Young, Mon Mar 21 19:18:07 2022, "Rotate textbox shape along with text."
41c2a48802, Seth Hillbrand, Mon Mar 21 18:38:19 2022, "Prevent crash on unplated holes"
d27d2e0ad9, jean-pierre charras, Mon Mar 21 18:10:07 2022, "Pcbnew: fix lost of focus after clicking on a wxChoice in toolbar. After changing track width, via size, grid or zoom from the toolbar, the canvas has no longer the focus on Windows. So we force the focus after clicking on these widgets. Fixes #11103 https://gitlab.com/kicad/code/kicad/issues/11103"
3e4fa8143a, jean-pierre charras, Mon Mar 21 13:49:07 2022, "QA test: fix incorrect call to BOOST_TEST_MESSGE. It expects a C string, not a wxString."
6db0ad4876, Sylwester Kocjan, Sat Mar 19 23:07:48 2022, "qa: add missing const to mocked method"
e77a71bf7a, Jeff Young, Sun Mar 20 23:16:20 2022, "Fix typo found in code review."
4f62960334, Jeff Young, Sun Mar 20 16:57:18 2022, "Update message panel from PCB point editor and SCH drawing tools."
09d8ac7d7c, jean-pierre charras, Sun Mar 20 11:26:45 2022, "Zoom wxChoice in horizontal toolbar: display the actual or nearest zoom level."
ca8b96f247, jean-pierre charras, Sun Mar 20 10:00:34 2022, "pcb_calculator: expand treebook at start to show the full list of pages."
58c146a7c0, Jeff Young, Sun Mar 20 00:16:21 2022, "ADDED ki_description and ki_keywords to footprint properties."
cc165129fd, Jeff Young, Sat Mar 19 20:36:20 2022, "Special case undo for items with instance data."
63b5ad7df1, Jeff Young, Sat Mar 19 17:36:32 2022, "Fix some issues with global-label fields' bounding boxes."
73f835437e, Jeff Young, Sat Mar 19 11:40:55 2022, "Don't modify outer loop variable inside inner loop."
476f1a7d4d, Jeff Young, Sat Mar 19 01:17:07 2022, "Preload PCBnew find with selection when appropriate."
2bba277c5e, jean-pierre charras, Sat Mar 19 10:22:41 2022, "Unit binder: fix hang and DIALOG_WIRE_BUS_PROPERTIES: fix uninitialized variable. The hang can be Windows specific."
6bf47e44e4, jean-pierre charras, Fri Mar 18 20:47:09 2022, "pcbnew: DIALOG_PRINT_PCBNEW: activate right click context menu inside layer list."
3b6e8464c2, Seth Hillbrand, Sat Mar 19 00:44:48 2022, "Fix expand variables for built-in"
7b82c2ba85, Jeff Young, Sat Mar 19 00:30:45 2022, "Preload eeschema find with selection when appropriate."
ba4b8bfa69, Seth Hillbrand, Fri Mar 18 23:49:00 2022, "Prevent WX_PROGRESS_REPORTER from dominating system"
b3a319b77e, Frank Zeeman, Mon Mar 14 12:54:41 2022, "Append True to Python 3 AddPrimitivePoly() call"
5aa561abe1, Jeff Young, Fri Mar 18 20:35:40 2022, "Add overlapping pad test and share some tests between board & fp editor DRC."
b497647873, Seth Hillbrand, Fri Mar 18 20:54:05 2022, "Update Translations"
9fe318e9a3, Ulices, Fri Mar 18 16:37:54 2022, "Translated using Weblate (Spanish (Mexico))"
ce42163e56, Mustafa Selçuk ÇAVDAR, Tue Mar 15 23:53:21 2022, "Translated using Weblate (Turkish)"
4b7bface11, Eric, Thu Mar 17 03:48:49 2022, "Translated using Weblate (Chinese (Simplified))"
c0ed7ad548, Bas Wijnen, Wed Mar 16 00:29:53 2022, "Translated using Weblate (Dutch)"
f64f529cec, 김랑기, Wed Mar 16 02:16:30 2022, "Translated using Weblate (Korean)"
b3a3449755, Arnau Llovet Vidal, Thu Mar 17 16:31:56 2022, "Translated using Weblate (Catalan)"
4d398b42f7, Mark Hämmerling, Tue Mar 15 08:37:50 2022, "Translated using Weblate (German)"
9b1dae2b6e, taotieren, Wed Mar 16 11:32:44 2022, "Translated using Weblate (Chinese (Simplified))"
8c7dc01be1, taotieren, Wed Mar 16 09:51:43 2022, "Translated using Weblate (Chinese (Simplified))"
dec2cad350, Wellington Terumi Uemura, Tue Mar 8 10:49:53 2022, "Translated using Weblate (Portuguese (Brazil))"
b0edb845a1, ___davidpr, Thu Mar 10 19:11:01 2022, "Translated using Weblate (Serbian)"
44527ccc22, Eric, Tue Mar 8 03:03:06 2022, "Translated using Weblate (Chinese (Simplified))"
ea72ef1497, Henrik Kauhanen, Wed Mar 9 13:30:57 2022, "Translated using Weblate (Swedish)"
6b53ac4ba5, Konstantin Baranovskiy, Tue Mar 8 13:39:19 2022, "Translated using Weblate (Russian)"
a9c6c257d7, ZbeeGin, Thu Mar 10 17:04:29 2022, "Translated using Weblate (Polish)"
ad1ce3c7e4, Mark Hämmerling, Thu Mar 10 08:42:56 2022, "Translated using Weblate (German)"
0a796a3f84, Arnau Llovet Vidal, Thu Mar 10 13:17:13 2022, "Translated using Weblate (Catalan)"
2b805c8753, Trần Phi Hải, Sat Mar 12 04:07:46 2022, "Translated using Weblate (Vietnamese)"
14ded23e97, Sylwester Kocjan, Sat Feb 12 22:37:17 2022, "qa_common_tools: use common mocks"
2583acd1cc, Sylwester Kocjan, Fri Feb 11 18:57:28 2022, "qa_eeschema: migrate to common mocks"
aa7b65c70d, Sylwester Kocjan, Sun Feb 6 20:39:13 2022, "qa_common: Cleanup mocks"
a9c2a59049, Sylwester Kocjan, Sun Feb 6 20:40:15 2022, "tools: add mock generator script"
a65999b063, Sylwester Kocjan, Mon Jan 25 22:16:58 2021, "qa: Add Turtle 1.3.2 mocking framework"
dc39703d0e, Jeff Young, Fri Mar 18 14:10:18 2022, "Bring pcbnew print dialog in line with plot."
54c9e36556, jean-pierre charras, Fri Mar 18 11:09:21 2022, "Python, board.i: fix incorrect order of an include. The result was ignoring PCB_SHAPE in pcb_text.i."
c4c8848fa3, Jeff Young, Fri Mar 18 12:04:17 2022, "Performance enhancements for Cleanup Tracks & Vias.Performance enhancements for Cleanup Tracks & Vias.Performance enhancements for Cleanup Tracks & Vias.Performance enhancements for Cleanup Tracks & Vias.Performance enhancements for Cleanup Tracks & Vias.Performance enhancements for Cleanup Tracks & Vias.Performance enhancements for Cleanup Tracks & Vias.Performance enhancements for Cleanup Tracks & Vias.Performance enhancements for Cleanup Tracks & Vias."
41c0009c51, Jeff Young, Thu Mar 17 21:23:14 2022, "Off-grid ERC warnings."
77c52ad5df, jean-pierre charras, Thu Mar 17 20:13:17 2022, "Fix a compil warning (shadowed var)."
117083ddae, jean-pierre charras, Thu Mar 17 20:10:53 2022, "French translation update"
